external_id,entry_date,gl_code,dept_code,vendor,amount,memo,source
GL-2026-01-0042,2026-01-07,6610,GA,Cooley LLP,26909.45,Cooley LLP COO-202601-9475,ap
GL-2026-01-0043,2026-01-07,6610,GA,Cooley LLP,26943.83,Cooley LLP COO-202601-8421,ap
GL-2026-01-0044,2026-01-21,6610,GA,Cooley LLP,25328.92,Cooley LLP COO-202601-2266,ap
GL-2026-01-0045,2026-01-15,6010,,Gusto,170539.52,Semi-monthly payroll run,payroll
GL-2026-01-0046,2026-01-15,6020,GA,Gusto,37435.51,Employer taxes & benefits,payroll
GL-2026-01-0047,2026-01-30,6010,,Gusto,165149.48,Semi-monthly payroll run,payroll
GL-2026-01-0048,2026-01-30,6020,GA,Gusto,36252.33,Employer taxes & benefits,payroll
GL-2026-01-0049,2026-01-14,6910,GTM,United Airlines,942.93,United Airlines UNI-202601-6249,ap
GL-2026-01-0050,2026-01-14,6910,OPS,United Airlines,628.62,United Airlines UNI-202601-6249,ap
GL-2026-01-0051,2026-01-08,6910,GTM,United Airlines,881.27,United Airlines UNI-202601-5362,ap
GL-2026-01-0052,2026-01-08,6910,OPS,United Airlines,587.51,United Airlines UNI-202601-5362,ap
GL-2026-01-0053,2026-01-08,6910,GTM,United Airlines,1452.85,United Airlines UNI-202601-7712,ap
GL-2026-01-0054,2026-01-08,6910,OPS,United Airlines,968.56,United Airlines UNI-202601-7712,ap
GL-2026-01-0055,2026-01-17,6710,GTM,Google Ads,14996.14,Google Ads GOO-202601-5330,ap
GL-2026-01-0056,2026-01-14,6510,GA,Iron Mountain,489.64,Iron Mountain IRO-202601-8926,ap
GL-2026-01-0057,2026-01-15,6410,GA,,41.90,WIRE TRANSFER FEE INTL,bank_fee
GL-2026-01-0058,2026-01-03,6410,GA,,141.96,ANALYSIS SERVICE CHARGE,bank_fee
GL-2026-01-0059,2026-01-15,4020,GA,,-2207.58,INTEREST EARNED - SWEEP,bank_fee
GL-2026-01-0060,2026-01-21,6410,GTM,,1053.26,RETURNED ITEM CHARGEBACK,bank_fee
GL-2026-01-0061,2026-01-17,7010,GA,,213.99,FX CONVERSION SPREAD,bank_fee
GL-2026-01-0062,2026-01-16,6410,GA,,31.61,MONTHLY MAINTENANCE FEE,bank_fee
GL-2026-01-0063,2026-01-07,6410,GA,,42.13,WIRE TRANSFER FEE INTL,bank_fee
GL-2026-01-0064,2026-01-21,6410,GA,,147.61,ANALYSIS SERVICE CHARGE,bank_fee
GL-2026-01-0065,2026-01-08,6410,GTM,,825.07,RETURNED ITEM CHARGEBACK,bank_fee
GL-2026-01-0066,2026-01-06,7010,GA,,180.70,FX CONVERSION SPREAD,bank_fee
GL-2026-01-0067,2026-01-27,6410,GA,,35.34,MONTHLY MAINTENANCE FEE,bank_fee
GL-2026-01-0068,2026-01-25,6410,GA,,37.29,WIRE TRANSFER FEE INTL,bank_fee
GL-2026-01-0069,2026-01-25,6410,GA,,109.38,ANALYSIS SERVICE CHARGE,bank_fee
GL-2026-01-0070,2026-01-10,4020,GA,,-2277.93,INTEREST EARNED - SWEEP,bank_fee
GL-2026-01-0071,2026-01-12,6410,GTM,,683.38,RETURNED ITEM CHARGEBACK,bank_fee
