external_id,entry_date,gl_code,dept_code,vendor,amount,memo,source
GL-2026-03-0020,2026-03-07,4010,GTM,,-100973.73,Product revenue - card settlements,ar
GL-2026-03-0021,2026-03-07,6410,GTM,Stripe,2928.54,Stripe processing fees,bank_fee
GL-2026-03-0022,2026-03-14,4010,GTM,,-121900.12,Product revenue - card settlements,ar
GL-2026-03-0023,2026-03-14,6410,GTM,Stripe,3535.40,Stripe processing fees,bank_fee
GL-2026-03-0024,2026-03-21,4010,GTM,,-105727.32,Product revenue - card settlements,ar
GL-2026-03-0025,2026-03-21,6410,GTM,Stripe,3066.39,Stripe processing fees,bank_fee
GL-2026-03-0026,2026-03-28,4010,GTM,,-90151.29,Product revenue - card settlements,ar
GL-2026-03-0027,2026-03-28,6410,GTM,Stripe,2614.69,Stripe processing fees,bank_fee
GL-2026-03-0028,2026-03-20,6010,ENG,Deel,16813.25,Deel DEE-202603-3077,ap
GL-2026-03-0029,2026-03-20,6010,DATA,Deel,9053.29,Deel DEE-202603-3077,ap
GL-2026-03-0030,2026-03-20,5010,OPS,Mouser Electronics,14395.14,Mouser Electronics MOU-202603-4999,ap
GL-2026-03-0031,2026-03-04,5010,OPS,Mouser Electronics,15068.56,Mouser Electronics MOU-202603-1209,ap
GL-2026-03-0032,2026-03-04,5010,OPS,Mouser Electronics,25618.86,Mouser Electronics MOU-202603-3612,ap
GL-2026-03-0033,2026-03-10,5010,OPS,Mouser Electronics,24051.11,Mouser Electronics MOU-202603-8024,ap
GL-2026-03-0034,2026-03-15,5010,OPS,Mouser Electronics,14132.33,Mouser Electronics MOU-202603-7955,ap
GL-2026-03-0035,2026-03-05,5010,OPS,Digi-Key Electronics,5432.58,Digi-Key Electronics DIG-202603-2543,ap
GL-2026-03-0036,2026-03-19,5010,OPS,Digi-Key Electronics,13926.50,Digi-Key Electronics DIG-202603-3324,ap
GL-2026-03-0037,2026-03-23,5020,OPS,Flexport,50733.84,Flexport FLE-202603-4347,ap
GL-2026-03-0038,2026-03-19,5020,OPS,Flexport,82942.71,Flexport FLE-202603-1978,ap
GL-2026-03-0039,2026-03-13,5020,OPS,Flexport,46747.29,Flexport FLE-202603-4975,ap
GL-2026-03-0040,2026-03-09,5020,OPS,Flexport,73811.57,Flexport FLE-202603-7474,ap
GL-2026-03-0041,2026-03-04,5020,OPS,Flexport,54802.83,Flexport FLE-202603-7766,ap
GL-2026-03-0042,2026-03-21,6610,GA,Cooley LLP,25471.60,Cooley LLP COO-202603-8524,ap
GL-2026-03-0043,2026-03-15,6610,GA,Cooley LLP,32618.57,Cooley LLP COO-202603-1084,ap
GL-2026-03-0044,2026-03-15,6010,,Gusto,164148.51,Semi-monthly payroll run,payroll
GL-2026-03-0045,2026-03-15,6020,GA,Gusto,36032.60,Employer taxes & benefits,payroll
GL-2026-03-0046,2026-03-30,6010,,Gusto,173276.42,Semi-monthly payroll run,payroll
GL-2026-03-0047,2026-03-30,6020,GA,Gusto,38036.29,Employer taxes & benefits,payroll
GL-2026-03-0048,2026-03-20,6910,GTM,United Airlines,632.42,United Airlines UNI-202603-7062,ap
GL-2026-03-0049,2026-03-20,6910,OPS,United Airlines,421.62,United Airlines UNI-202603-7062,ap
GL-2026-03-0050,2026-03-06,6910,GTM,United Airlines,1191.98,United Airlines UNI-202603-9841,ap
GL-2026-03-0051,2026-03-06,6910,OPS,United Airlines,794.66,United Airlines UNI-202603-9841,ap
GL-2026-03-0052,2026-03-14,6910,GTM,United Airlines,1839.25,United Airlines UNI-202603-3076,ap
GL-2026-03-0053,2026-03-14,6910,OPS,United Airlines,1226.16,United Airlines UNI-202603-3076,ap
GL-2026-03-0054,2026-03-04,6910,GTM,United Airlines,771.14,United Airlines UNI-202603-7943,ap
GL-2026-03-0055,2026-03-04,6910,OPS,United Airlines,514.10,United Airlines UNI-202603-7943,ap
GL-2026-03-0056,2026-03-07,6710,GTM,Google Ads,15704.09,Google Ads GOO-202603-3204,ap
GL-2026-03-0057,2026-03-16,6510,GA,Iron Mountain,491.05,Iron Mountain IRO-202603-1164,ap
GL-2026-03-0058,2026-03-15,6410,GA,,30.96,MONTHLY MAINTENANCE FEE,bank_fee
GL-2026-03-0059,2026-03-16,6410,GA,,43.56,WIRE TRANSFER FEE INTL,bank_fee
GL-2026-03-0060,2026-03-22,6410,GA,,113.83,ANALYSIS SERVICE CHARGE,bank_fee
GL-2026-03-0061,2026-03-09,4020,GA,,-1671.99,INTEREST EARNED - SWEEP,bank_fee
GL-2026-03-0062,2026-03-09,6410,GTM,,805.82,RETURNED ITEM CHARGEBACK,bank_fee
GL-2026-03-0063,2026-03-08,7010,GA,,270.19,FX CONVERSION SPREAD,bank_fee
GL-2026-03-0064,2026-03-27,6410,GA,,42.30,MONTHLY MAINTENANCE FEE,bank_fee
GL-2026-03-0065,2026-03-07,6410,GA,,37.21,WIRE TRANSFER FEE INTL,bank_fee
GL-2026-03-0066,2026-03-07,6410,GA,,117.84,ANALYSIS SERVICE CHARGE,bank_fee
GL-2026-03-0067,2026-03-25,4020,GA,,-2307.44,INTEREST EARNED - SWEEP,bank_fee
GL-2026-03-0068,2026-03-24,6410,GTM,,854.28,RETURNED ITEM CHARGEBACK,bank_fee
GL-2026-03-0069,2026-03-06,7010,GA,,227.85,FX CONVERSION SPREAD,bank_fee
GL-2026-03-0070,2026-03-12,6410,GA,,31.43,MONTHLY MAINTENANCE FEE,bank_fee
GL-2026-03-0071,2026-03-21,6410,GA,,42.04,WIRE TRANSFER FEE INTL,bank_fee
GL-2026-03-0072,2026-03-16,6410,GA,,132.33,ANALYSIS SERVICE CHARGE,bank_fee
GL-2026-03-0073,2026-03-13,4020,GA,,-2114.77,INTEREST EARNED - SWEEP,bank_fee
GL-2026-03-0074,2026-03-08,6410,GTM,,952.90,RETURNED ITEM CHARGEBACK,bank_fee
GL-2026-03-0075,2026-03-27,7010,GA,,213.77,FX CONVERSION SPREAD,bank_fee
